Energy Use Record Name,Carbon Footprint Name,Record Type,Traveler Full Name,Report Start Date,Carbon Inventory Date,Segment Distance,Emission Factors - Scope 3,Organization Asset,Vendor Name,Cost Center
AT-FY19-AMER-1021,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",1/22/18,4/15/19,1036.4,Air Travel Factors,Business Travel FY19 - EMEA,KLM,EMEA Sales
AT-FY19-AMER-1022,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",1/23/18,4/15/19,1048.6,Air Travel Factors,Business Travel FY19 - Africa,United Airlines,AMER Sales 
AT-FY19-AMER-1023,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",1/24/18,4/15/19,1060.8,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,EMEA Operations
AT-FY19-AMER-1024,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",1/25/18,4/15/19,1073,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,Product Marketing
AT-FY19-AMER-1025,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",1/26/18,4/15/19,1085.2,Air Travel Factors,Business Travel FY19 - EMEA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1026,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",1/27/18,4/15/19,1097.4,Air Travel Factors,Business Travel FY19 - Africa,Delta Airlines,General COO
AT-FY19-AMER-1027,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",1/28/18,4/15/19,1109.6,Air Travel Factors,Business Travel FY19 - APAC,British Airways,General COO
AT-FY19-AMER-1028,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",1/29/18,4/15/19,1121.8,Air Travel Factors,Business Travel FY19 - APAC,KLM,EMEA Sales
AT-FY19-AMER-1029,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",1/30/18,4/15/19,1134,Air Travel Factors,Business Travel FY19 - EMEA,United Airlines,AMER Sales 
AT-FY19-AMER-1030,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",1/31/18,4/15/19,1146.2,Air Travel Factors,Business Travel FY19 - Africa,United Airlines,EMEA Operations
AT-FY19-AMER-1031,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/1/18,4/15/19,1158.4,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,Product Marketing
AT-FY19-AMER-1032,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/2/18,4/15/19,1170.6,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,LATAM Sales
AT-FY19-AMER-1033,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/3/18,4/15/19,1182.8,Air Travel Factors,Business Travel FY19 - EMEA,Delta Airlines,General COO
AT-FY19-AMER-1034,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/4/18,4/15/19,1195,Air Travel Factors,Business Travel FY19 - Africa,British Airways,General COO
AT-FY19-AMER-1035,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/5/18,4/15/19,1207.2,Air Travel Factors,Business Travel FY19 - APAC,KLM,EMEA Sales
AT-FY19-AMER-1036,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/6/18,4/15/19,1219.4,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,AMER Sales 
AT-FY19-AMER-1037,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/7/18,4/15/19,1231.6,Air Travel Factors,Business Travel FY19 - EMEA,United Airlines,EMEA Operations
AT-FY19-AMER-1038,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/8/18,4/15/19,1243.8,Air Travel Factors,Business Travel FY19 - Africa,United Airlines,Product Marketing
AT-FY19-AMER-1039,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/9/18,4/15/19,1256,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,LATAM Sales
AT-FY19-AMER-1040,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/10/18,4/15/19,1268.2,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,General COO
AT-FY19-AMER-1041,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/11/18,4/15/19,1280.4,Air Travel Factors,Business Travel FY19 - EMEA,British Airways,General COO
AT-FY19-AMER-1042,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/12/18,4/15/19,1292.6,Air Travel Factors,Business Travel FY19 - Africa,KLM,EMEA Sales
AT-FY19-AMER-1043,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/13/18,4/15/19,1304.8,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,AMER Sales 
AT-FY19-AMER-1044,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/14/18,4/15/19,1317,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,EMEA Operations
AT-FY19-AMER-1045,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/15/18,4/15/19,1329.2,Air Travel Factors,Business Travel FY19 - EMEA,United Airlines,Product Marketing
AT-FY19-AMER-1046,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/16/18,4/15/19,1341.4,Air Travel Factors,Business Travel FY19 - Africa,Delta Airlines,LATAM Sales
AT-FY19-AMER-1047,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/18/18,4/15/19,1353.6,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,General COO
AT-FY19-AMER-1048,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/19/18,4/15/19,1365.8,Air Travel Factors,Business Travel FY19 - APAC,British Airways,General COO
AT-FY19-AMER-1049,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/20/18,4/15/19,1378,Air Travel Factors,Business Travel FY19 - EMEA,KLM,EMEA Sales
AT-FY19-AMER-1050,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/20/18,4/15/19,1390.2,Air Travel Factors,Business Travel FY19 - Africa,United Airlines,AMER Sales 
AT-FY19-AMER-1051,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/21/18,4/15/19,1402.4,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,EMEA Operations
AT-FY19-AMER-1052,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/22/18,4/15/19,1414.6,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,Product Marketing
AT-FY19-AMER-1053,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/23/18,4/15/19,1426.8,Air Travel Factors,Business Travel FY19 - EMEA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1054,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/24/18,4/15/19,1439,Air Travel Factors,Business Travel FY19 - Africa,Delta Airlines,General COO
AT-FY19-AMER-1055,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/25/18,4/15/19,1451.2,Air Travel Factors,Business Travel FY19 - APAC,British Airways,General COO
AT-FY19-AMER-1056,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/26/18,4/15/19,1463.4,Air Travel Factors,Business Travel FY19 - APAC,KLM,EMEA Sales
AT-FY19-AMER-1057,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/27/18,4/15/19,1475.6,Air Travel Factors,Business Travel FY19 - EMEA,United Airlines,AMER Sales 
AT-FY19-AMER-1058,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",2/28/18,4/15/19,1487.8,Air Travel Factors,Business Travel FY19 - Africa,United Airlines,EMEA Operations
AT-FY19-AMER-1059,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/1/18,4/15/19,1500,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,Product Marketing
AT-FY19-AMER-1060,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/2/18,4/15/19,1512.2,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,LATAM Sales
AT-FY19-AMER-1061,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/3/18,4/15/19,1524.4,Air Travel Factors,Business Travel FY19 - EMEA,Delta Airlines,General COO
AT-FY19-AMER-1062,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/4/18,4/15/19,1536.6,Air Travel Factors,Business Travel FY19 - Africa,British Airways,General COO
AT-FY19-AMER-1063,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/5/18,4/15/19,1548.8,Air Travel Factors,Business Travel FY19 - APAC,KLM,EMEA Sales
AT-FY19-AMER-1064,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/6/18,4/15/19,1561,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,AMER Sales 
AT-FY19-AMER-1065,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/7/18,4/15/19,1573.2,Air Travel Factors,Business Travel FY19 - EMEA,United Airlines,EMEA Operations
AT-FY19-AMER-1066,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/8/18,4/15/19,1585.4,Air Travel Factors,Business Travel FY19 - Africa,United Airlines,Product Marketing
AT-FY19-AMER-1067,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/9/18,4/15/19,1597.6,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,LATAM Sales
AT-FY19-AMER-1068,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/10/18,4/15/19,1609.8,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,General COO
AT-FY19-AMER-1069,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/11/18,4/15/19,1622,Air Travel Factors,Business Travel FY19 - EMEA,British Airways,General COO
AT-FY19-AMER-1070,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/12/18,4/15/19,1634.2,Air Travel Factors,Business Travel FY19 - Africa,KLM,EMEA Sales
AT-FY19-AMER-1071,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/13/18,4/15/19,1646.4,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,AMER Sales 
AT-FY19-AMER-1072,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/14/18,4/15/19,1658.6,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,EMEA Operations
AT-FY19-AMER-1073,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/15/18,4/15/19,1670.8,Air Travel Factors,Business Travel FY19 - EMEA,United Airlines,Product Marketing
AT-FY19-AMER-1074,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/16/18,4/15/19,1683,Air Travel Factors,Business Travel FY19 - Africa,Delta Airlines,LATAM Sales
AT-FY19-AMER-1075,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/18/18,4/15/19,1695.2,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,General COO
AT-FY19-AMER-1076,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/19/18,4/15/19,1707.4,Air Travel Factors,Business Travel FY19 - APAC,British Airways,General COO
AT-FY19-AMER-1077,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/20/18,4/15/19,1719.6,Air Travel Factors,Business Travel FY19 - EMEA,KLM,EMEA Sales
AT-FY19-AMER-1078,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/20/18,4/15/19,1731.8,Air Travel Factors,Business Travel FY19 - Africa,United Airlines,AMER Sales 
AT-FY19-AMER-1079,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/21/18,4/15/19,1744,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,EMEA Operations
AT-FY19-AMER-1080,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/22/18,4/15/19,1756.2,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,Product Marketing
AT-FY19-AMER-1081,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/23/18,4/15/19,1768.4,Air Travel Factors,Business Travel FY19 - EMEA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1082,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/24/18,4/15/19,1780.6,Air Travel Factors,Business Travel FY19 - Africa,Delta Airlines,General COO
AT-FY19-AMER-1083,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/25/18,4/15/19,1792.8,Air Travel Factors,Business Travel FY19 - APAC,British Airways,General COO
AT-FY19-AMER-1084,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/26/18,4/15/19,1805,Air Travel Factors,Business Travel FY19 - APAC,KLM,EMEA Sales
AT-FY19-AMER-1085,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/27/18,4/15/19,1817.2,Air Travel Factors,Business Travel FY19 - EMEA,United Airlines,AMER Sales 
AT-FY19-AMER-1086,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/28/18,4/15/19,1829.4,Air Travel Factors,Business Travel FY19 - Africa,United Airlines,EMEA Operations
AT-FY19-AMER-1087,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/29/18,4/15/19,1841.6,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,Product Marketing
AT-FY19-AMER-1088,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/30/18,4/15/19,1853.8,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,LATAM Sales
AT-FY19-AMER-1089,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",3/31/18,4/15/19,1866,Air Travel Factors,Business Travel FY19 - EMEA,Delta Airlines,General COO
AT-FY19-AMER-1090,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/1/18,4/15/19,1878.2,Air Travel Factors,Business Travel FY19 - Africa,British Airways,General COO
AT-FY19-AMER-1091,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/2/18,4/15/19,1890.4,Air Travel Factors,Business Travel FY19 - APAC,KLM,EMEA Sales
AT-FY19-AMER-1092,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/3/18,4/15/19,1902.6,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,AMER Sales 
AT-FY19-AMER-1093,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/4/18,4/15/19,1914.8,Air Travel Factors,Business Travel FY19 - EMEA,United Airlines,EMEA Operations
AT-FY19-AMER-1094,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/5/18,4/15/19,1927,Air Travel Factors,Business Travel FY19 - Africa,United Airlines,Product Marketing
AT-FY19-AMER-1095,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/6/18,4/15/19,1939.2,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,LATAM Sales
AT-FY19-AMER-1096,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/7/18,4/15/19,1951.4,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,General COO
AT-FY19-AMER-1097,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/8/18,4/15/19,1963.6,Air Travel Factors,Business Travel FY19 - EMEA,British Airways,General COO
AT-FY19-AMER-1098,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/9/18,4/15/19,1975.8,Air Travel Factors,Business Travel FY19 - Africa,KLM,EMEA Sales
AT-FY19-AMER-1099,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/10/18,4/15/19,1988,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,AMER Sales 
AT-FY19-AMER-1100,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/11/18,4/15/19,2000.2,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,EMEA Operations
AT-FY19-AMER-1101,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/12/18,4/15/19,2012.4,Air Travel Factors,Business Travel FY19 - EMEA,United Airlines,Product Marketing
AT-FY19-AMER-1102,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/13/18,4/15/19,2024.6,Air Travel Factors,Business Travel FY19 - Africa,Delta Airlines,LATAM Sales
AT-FY19-AMER-1103,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/14/18,4/15/19,2036.8,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,General COO
AT-FY19-AMER-1104,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/15/18,4/15/19,2049,Air Travel Factors,Business Travel FY19 - APAC,British Airways,General COO
AT-FY19-AMER-1105,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/16/18,4/15/19,2061.2,Air Travel Factors,Business Travel FY19 - EMEA,KLM,EMEA Sales
AT-FY19-AMER-1106,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/18/18,4/15/19,2073.4,Air Travel Factors,Business Travel FY19 - Africa,United Airlines,AMER Sales 
AT-FY19-AMER-1107,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/19/18,4/15/19,2085.6,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,EMEA Operations
AT-FY19-AMER-1108,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/20/18,4/15/19,2097.8,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,Product Marketing
AT-FY19-AMER-1109,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/20/18,4/15/19,2110,Air Travel Factors,Business Travel FY19 - EMEA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1110,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/21/18,4/15/19,2122.2,Air Travel Factors,Business Travel FY19 - Africa,Delta Airlines,General COO
AT-FY19-AMER-1111,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/22/18,4/15/19,2134.4,Air Travel Factors,Business Travel FY19 - APAC,British Airways,General COO
AT-FY19-AMER-1112,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/23/18,4/15/19,2146.6,Air Travel Factors,Business Travel FY19 - APAC,KLM,EMEA Sales
AT-FY19-AMER-1113,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/24/18,4/15/19,2158.8,Air Travel Factors,Business Travel FY19 - EMEA,United Airlines,AMER Sales 
AT-FY19-AMER-1114,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/25/18,4/15/19,2171,Air Travel Factors,Business Travel FY19 - Africa,United Airlines,EMEA Operations
AT-FY19-AMER-1115,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/26/18,4/15/19,2183.2,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,Product Marketing
AT-FY19-AMER-1116,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/27/18,4/15/19,2195.4,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,LATAM Sales
AT-FY19-AMER-1117,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/28/18,4/15/19,2207.6,Air Travel Factors,Business Travel FY19 - EMEA,Delta Airlines,General COO
AT-FY19-AMER-1118,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/29/18,4/15/19,2219.8,Air Travel Factors,Business Travel FY19 - Africa,British Airways,General COO
AT-FY19-AMER-1119,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",4/30/18,4/15/19,2232,Air Travel Factors,Business Travel FY19 - APAC,KLM,EMEA Sales
AT-FY19-AMER-1120,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/1/18,4/15/19,2244.2,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,AMER Sales 
AT-FY19-AMER-1121,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/2/18,4/15/19,2256.4,Air Travel Factors,Business Travel FY19 - EMEA,United Airlines,EMEA Operations
AT-FY19-AMER-1122,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/3/18,4/15/19,2268.6,Air Travel Factors,Business Travel FY19 - Africa,United Airlines,Product Marketing
AT-FY19-AMER-1123,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/4/18,4/15/19,2280.8,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,LATAM Sales
AT-FY19-AMER-1124,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/5/18,4/15/19,2293,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,General COO
AT-FY19-AMER-1125,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/6/18,4/15/19,2305.2,Air Travel Factors,Business Travel FY19 - EMEA,British Airways,General COO
AT-FY19-AMER-1126,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/7/18,4/15/19,2317.4,Air Travel Factors,Business Travel FY19 - Africa,KLM,EMEA Sales
AT-FY19-AMER-1127,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/8/18,4/15/19,2329.6,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,AMER Sales 
AT-FY19-AMER-1128,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/9/18,4/15/19,2341.8,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,EMEA Operations
AT-FY19-AMER-1129,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/10/18,4/15/19,2354,Air Travel Factors,Business Travel FY19 - EMEA,United Airlines,Product Marketing
AT-FY19-AMER-1130,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/11/18,4/15/19,2366.2,Air Travel Factors,Business Travel FY19 - Africa,Delta Airlines,LATAM Sales
AT-FY19-AMER-1131,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/12/18,4/15/19,2378.4,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,General COO
AT-FY19-AMER-1132,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/13/18,4/15/19,2390.6,Air Travel Factors,Business Travel FY19 - APAC,British Airways,General COO
AT-FY19-AMER-1133,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/14/18,4/15/19,2402.8,Air Travel Factors,Business Travel FY19 - EMEA,KLM,EMEA Sales
AT-FY19-AMER-1134,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/15/18,4/15/19,2415,Air Travel Factors,Business Travel FY19 - Africa,United Airlines,AMER Sales 
AT-FY19-AMER-1135,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/16/18,4/15/19,2427.2,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,EMEA Operations
AT-FY19-AMER-1136,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/18/18,4/15/19,2439.4,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,Product Marketing
AT-FY19-AMER-1137,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/19/18,4/15/19,2451.6,Air Travel Factors,Business Travel FY19 - EMEA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1138,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/20/18,4/15/19,2463.8,Air Travel Factors,Business Travel FY19 - Africa,Delta Airlines,General COO
AT-FY19-AMER-1139,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/20/18,4/15/19,2476,Air Travel Factors,Business Travel FY19 - APAC,British Airways,General COO
AT-FY19-AMER-1140,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/21/18,4/15/19,2488.2,Air Travel Factors,Business Travel FY19 - APAC,KLM,EMEA Sales
AT-FY19-AMER-1141,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/22/18,4/15/19,2500.4,Air Travel Factors,Business Travel FY19 - EMEA,United Airlines,AMER Sales 
AT-FY19-AMER-1142,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/23/18,4/15/19,2512.6,Air Travel Factors,Business Travel FY19 - Africa,United Airlines,EMEA Operations
AT-FY19-AMER-1143,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/24/18,4/15/19,2524.8,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,Product Marketing
AT-FY19-AMER-1144,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/25/18,4/15/19,2537,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,LATAM Sales
AT-FY19-AMER-1145,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/26/18,4/15/19,2549.2,Air Travel Factors,Business Travel FY19 - EMEA,Delta Airlines,General COO
AT-FY19-AMER-1146,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/27/18,4/15/19,2561.4,Air Travel Factors,Business Travel FY19 - Africa,British Airways,General COO
AT-FY19-AMER-1147,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/28/18,4/15/19,2573.6,Air Travel Factors,Business Travel FY19 - APAC,KLM,EMEA Sales
AT-FY19-AMER-1148,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/29/18,4/15/19,2585.8,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,AMER Sales 
AT-FY19-AMER-1149,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/30/18,4/15/19,2598,Air Travel Factors,Business Travel FY19 - EMEA,United Airlines,EMEA Operations
AT-FY19-AMER-1150,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",5/31/18,4/15/19,2610.2,Air Travel Factors,Business Travel FY19 - Africa,United Airlines,Product Marketing
AT-FY19-AMER-1151,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/1/18,4/15/19,2622.4,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,LATAM Sales
AT-FY19-AMER-1152,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/2/18,4/15/19,2634.6,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,General COO
AT-FY19-AMER-1153,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/3/18,4/15/19,2646.8,Air Travel Factors,Business Travel FY19 - EMEA,British Airways,General COO
AT-FY19-AMER-1154,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/4/18,4/15/19,2659,Air Travel Factors,Business Travel FY19 - Africa,KLM,EMEA Sales
AT-FY19-AMER-1155,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/5/18,4/15/19,2671.2,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,AMER Sales 
AT-FY19-AMER-1156,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/6/18,4/15/19,2683.4,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,EMEA Operations
AT-FY19-AMER-1157,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/7/18,4/15/19,2695.6,Air Travel Factors,Business Travel FY19 - EMEA,United Airlines,Product Marketing
AT-FY19-AMER-1158,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/8/18,4/15/19,2707.8,Air Travel Factors,Business Travel FY19 - Africa,Delta Airlines,LATAM Sales
AT-FY19-AMER-1159,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/9/18,4/15/19,2720,Air Travel Factors,Business Travel FY19 - APAC,Delta Airlines,General COO
AT-FY19-AMER-1160,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/10/18,4/15/19,2732.2,Air Travel Factors,Business Travel FY19 - APAC,British Airways,General COO
AT-FY19-AMER-1161,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/11/18,4/15/19,2744.4,Air Travel Factors,Business Travel FY19 - EMEA,KLM,EMEA Sales
AT-FY19-AMER-1162,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/12/18,4/15/19,2756.6,Air Travel Factors,Business Travel FY19 - Africa,United Airlines,AMER Sales 
AT-FY19-AMER-1163,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",6/13/18,4/15/19,2768.8,Air Travel Factors,Business Travel FY19 - APAC,United Airlines,EMEA Operations
