Energy Use Record Name,Carbon Footprint Name,Record Type,Traveler Full Name,Report Start Date,Carbon Inventory Date,Segment Distance (Miles),Emission Factors - Scope 3,Organization Asset,Vendor Name,Cost Center
AT-FY18-AMER-1039,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/9/17,4/15/18,1256,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,LATAM Sales
AT-FY18-AMER-1040,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/10/17,4/15/18,1268.2,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,General COO
AT-FY18-AMER-1041,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/11/17,4/15/18,1280.4,Scope 3 Travel Factors,Business Travel FY18 - EMEA,British Airways,General COO
AT-FY18-AMER-1042,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/12/17,4/15/18,1292.6,Scope 3 Travel Factors,Business Travel FY18 - Africa,KLM,EMEA Sales
AT-FY18-AMER-1043,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/13/17,4/15/18,1304.8,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,AMER Sales 
AT-FY18-AMER-1044,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/14/17,4/15/18,1317,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,EMEA Operations
AT-FY18-AMER-1045,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/15/17,4/15/18,1329.2,Scope 3 Travel Factors,Business Travel FY18 - EMEA,United Airlines,Product Marketing
AT-FY18-AMER-1046,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/16/17,4/15/18,1341.4,Scope 3 Travel Factors,Business Travel FY18 - Africa,Delta Airlines,LATAM Sales
AT-FY18-AMER-1047,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/17/17,4/15/18,1353.6,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,General COO
AT-FY18-AMER-1048,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/18/17,4/15/18,1365.8,Scope 3 Travel Factors,Business Travel FY18 - APAC,British Airways,General COO
AT-FY18-AMER-1049,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/19/17,4/15/18,1378,Scope 3 Travel Factors,Business Travel FY18 - EMEA,KLM,EMEA Sales
AT-FY18-AMER-1050,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/20/17,4/15/18,1390.2,Scope 3 Travel Factors,Business Travel FY18 - Africa,United Airlines,AMER Sales 
AT-FY18-AMER-1051,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/21/17,4/15/18,1402.4,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,EMEA Operations
AT-FY18-AMER-1052,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/22/17,4/15/18,1414.6,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,Product Marketing
AT-FY18-AMER-1053,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/23/17,4/15/18,1426.8,Scope 3 Travel Factors,Business Travel FY18 - EMEA,Delta Airlines,LATAM Sales
AT-FY18-AMER-1054,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/24/17,4/15/18,1439,Scope 3 Travel Factors,Business Travel FY18 - Africa,Delta Airlines,General COO
AT-FY18-AMER-1055,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/25/17,4/15/18,1451.2,Scope 3 Travel Factors,Business Travel FY18 - APAC,British Airways,General COO
AT-FY18-AMER-1056,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/26/17,4/15/18,1463.4,Scope 3 Travel Factors,Business Travel FY18 - APAC,KLM,EMEA Sales
AT-FY18-AMER-1057,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/27/17,4/15/18,1475.6,Scope 3 Travel Factors,Business Travel FY18 - EMEA,United Airlines,AMER Sales 
AT-FY18-AMER-1058,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",2/28/17,4/15/18,1487.8,Scope 3 Travel Factors,Business Travel FY18 - Africa,United Airlines,EMEA Operations
AT-FY18-AMER-1059,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/1/17,4/15/18,1500,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,Product Marketing
AT-FY18-AMER-1060,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/2/17,4/15/18,1512.2,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,LATAM Sales
AT-FY18-AMER-1061,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/3/17,4/15/18,1524.4,Scope 3 Travel Factors,Business Travel FY18 - EMEA,Delta Airlines,General COO
AT-FY18-AMER-1062,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/4/17,4/15/18,1536.6,Scope 3 Travel Factors,Business Travel FY18 - Africa,British Airways,General COO
AT-FY18-AMER-1063,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/5/17,4/15/18,1548.8,Scope 3 Travel Factors,Business Travel FY18 - APAC,KLM,EMEA Sales
AT-FY18-AMER-1064,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/6/17,4/15/18,1561,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,AMER Sales 
AT-FY18-AMER-1065,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/7/17,4/15/18,1573.2,Scope 3 Travel Factors,Business Travel FY18 - EMEA,United Airlines,EMEA Operations
AT-FY18-AMER-1066,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/8/17,4/15/18,1585.4,Scope 3 Travel Factors,Business Travel FY18 - Africa,United Airlines,Product Marketing
AT-FY18-AMER-1067,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/9/17,4/15/18,1597.6,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,LATAM Sales
AT-FY18-AMER-1068,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/10/17,4/15/18,1609.8,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,General COO
AT-FY18-AMER-1069,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/11/17,4/15/18,1622,Scope 3 Travel Factors,Business Travel FY18 - EMEA,British Airways,General COO
AT-FY18-AMER-1070,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/12/17,4/15/18,1634.2,Scope 3 Travel Factors,Business Travel FY18 - Africa,KLM,EMEA Sales
AT-FY18-AMER-1071,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/13/17,4/15/18,1646.4,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,AMER Sales 
AT-FY18-AMER-1072,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/14/17,4/15/18,1658.6,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,EMEA Operations
AT-FY18-AMER-1073,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/15/17,4/15/18,1670.8,Scope 3 Travel Factors,Business Travel FY18 - EMEA,United Airlines,Product Marketing
AT-FY18-AMER-1074,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/16/17,4/15/18,1683,Scope 3 Travel Factors,Business Travel FY18 - Africa,Delta Airlines,LATAM Sales
AT-FY18-AMER-1075,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/17/17,4/15/18,1695.2,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,General COO
AT-FY18-AMER-1076,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/18/17,4/15/18,1707.4,Scope 3 Travel Factors,Business Travel FY18 - APAC,British Airways,General COO
AT-FY18-AMER-1077,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/19/17,4/15/18,1719.6,Scope 3 Travel Factors,Business Travel FY18 - EMEA,KLM,EMEA Sales
AT-FY18-AMER-1078,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/20/17,4/15/18,1731.8,Scope 3 Travel Factors,Business Travel FY18 - Africa,United Airlines,AMER Sales 
AT-FY18-AMER-1079,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/21/17,4/15/18,1744,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,EMEA Operations
AT-FY18-AMER-1080,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/22/17,4/15/18,1756.2,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,Product Marketing
AT-FY18-AMER-1081,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/23/17,4/15/18,1768.4,Scope 3 Travel Factors,Business Travel FY18 - EMEA,Delta Airlines,LATAM Sales
AT-FY18-AMER-1082,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/24/17,4/15/18,1780.6,Scope 3 Travel Factors,Business Travel FY18 - Africa,Delta Airlines,General COO
AT-FY18-AMER-1083,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/25/17,4/15/18,1792.8,Scope 3 Travel Factors,Business Travel FY18 - APAC,British Airways,General COO
AT-FY18-AMER-1084,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/26/17,4/15/18,1805,Scope 3 Travel Factors,Business Travel FY18 - APAC,KLM,EMEA Sales
AT-FY18-AMER-1085,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/27/17,4/15/18,1817.2,Scope 3 Travel Factors,Business Travel FY18 - EMEA,United Airlines,AMER Sales 
AT-FY18-AMER-1086,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/28/17,4/15/18,1829.4,Scope 3 Travel Factors,Business Travel FY18 - Africa,United Airlines,EMEA Operations
AT-FY18-AMER-1087,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/29/17,4/15/18,1841.6,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,Product Marketing
AT-FY18-AMER-1088,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/30/17,4/15/18,1853.8,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,LATAM Sales
AT-FY18-AMER-1089,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",3/31/17,4/15/18,1866,Scope 3 Travel Factors,Business Travel FY18 - EMEA,Delta Airlines,General COO
AT-FY18-AMER-1090,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/1/17,4/15/18,1878.2,Scope 3 Travel Factors,Business Travel FY18 - Africa,British Airways,General COO
AT-FY18-AMER-1091,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/2/17,4/15/18,1890.4,Scope 3 Travel Factors,Business Travel FY18 - APAC,KLM,EMEA Sales
AT-FY18-AMER-1092,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/3/17,4/15/18,1902.6,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,AMER Sales 
AT-FY18-AMER-1093,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/4/17,4/15/18,1914.8,Scope 3 Travel Factors,Business Travel FY18 - EMEA,United Airlines,EMEA Operations
AT-FY18-AMER-1094,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/5/17,4/15/18,1927,Scope 3 Travel Factors,Business Travel FY18 - Africa,United Airlines,Product Marketing
AT-FY18-AMER-1095,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/6/17,4/15/18,1939.2,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,LATAM Sales
AT-FY18-AMER-1096,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/7/17,4/15/18,1951.4,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,General COO
AT-FY18-AMER-1097,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/8/17,4/15/18,1963.6,Scope 3 Travel Factors,Business Travel FY18 - EMEA,British Airways,General COO
AT-FY18-AMER-1098,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/9/17,4/15/18,1975.8,Scope 3 Travel Factors,Business Travel FY18 - Africa,KLM,EMEA Sales
AT-FY18-AMER-1099,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/10/17,4/15/18,1988,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,AMER Sales 
AT-FY18-AMER-1100,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/11/17,4/15/18,2000.2,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,EMEA Operations
AT-FY18-AMER-1101,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/12/17,4/15/18,2012.4,Scope 3 Travel Factors,Business Travel FY18 - EMEA,United Airlines,Product Marketing
AT-FY18-AMER-1102,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/13/17,4/15/18,2024.6,Scope 3 Travel Factors,Business Travel FY18 - Africa,Delta Airlines,LATAM Sales
AT-FY18-AMER-1103,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/14/17,4/15/18,2036.8,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,General COO
AT-FY18-AMER-1104,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/15/17,4/15/18,2049,Scope 3 Travel Factors,Business Travel FY18 - APAC,British Airways,General COO
AT-FY18-AMER-1105,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/16/17,4/15/18,2061.2,Scope 3 Travel Factors,Business Travel FY18 - EMEA,KLM,EMEA Sales
AT-FY18-AMER-1106,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/17/17,4/15/18,2073.4,Scope 3 Travel Factors,Business Travel FY18 - Africa,United Airlines,AMER Sales 
AT-FY18-AMER-1107,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/18/17,4/15/18,2085.6,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,EMEA Operations
AT-FY18-AMER-1108,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/19/17,4/15/18,2097.8,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,Product Marketing
AT-FY18-AMER-1109,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/20/17,4/15/18,2110,Scope 3 Travel Factors,Business Travel FY18 - EMEA,Delta Airlines,LATAM Sales
AT-FY18-AMER-1110,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/21/17,4/15/18,2122.2,Scope 3 Travel Factors,Business Travel FY18 - Africa,Delta Airlines,General COO
AT-FY18-AMER-1111,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/22/17,4/15/18,2134.4,Scope 3 Travel Factors,Business Travel FY18 - APAC,British Airways,General COO
AT-FY18-AMER-1112,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/23/17,4/15/18,2146.6,Scope 3 Travel Factors,Business Travel FY18 - APAC,KLM,EMEA Sales
AT-FY18-AMER-1113,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/24/17,4/15/18,2158.8,Scope 3 Travel Factors,Business Travel FY18 - EMEA,United Airlines,AMER Sales 
AT-FY18-AMER-1114,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/25/17,4/15/18,2171,Scope 3 Travel Factors,Business Travel FY18 - Africa,United Airlines,EMEA Operations
AT-FY18-AMER-1115,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/26/17,4/15/18,2183.2,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,Product Marketing
AT-FY18-AMER-1116,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/27/17,4/15/18,2195.4,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,LATAM Sales
AT-FY18-AMER-1117,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/28/17,4/15/18,2207.6,Scope 3 Travel Factors,Business Travel FY18 - EMEA,Delta Airlines,General COO
AT-FY18-AMER-1118,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/29/17,4/15/18,2219.8,Scope 3 Travel Factors,Business Travel FY18 - Africa,British Airways,General COO
AT-FY18-AMER-1119,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",4/30/17,4/15/18,2232,Scope 3 Travel Factors,Business Travel FY18 - APAC,KLM,EMEA Sales
AT-FY18-AMER-1120,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/1/17,4/15/18,2244.2,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,AMER Sales 
AT-FY18-AMER-1121,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/2/17,4/15/18,2256.4,Scope 3 Travel Factors,Business Travel FY18 - EMEA,United Airlines,EMEA Operations
AT-FY18-AMER-1122,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/3/17,4/15/18,2268.6,Scope 3 Travel Factors,Business Travel FY18 - Africa,United Airlines,Product Marketing
AT-FY18-AMER-1123,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/4/17,4/15/18,2280.8,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,LATAM Sales
AT-FY18-AMER-1124,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/5/17,4/15/18,2293,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,General COO
AT-FY18-AMER-1125,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/6/17,4/15/18,2305.2,Scope 3 Travel Factors,Business Travel FY18 - EMEA,British Airways,General COO
AT-FY18-AMER-1126,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/7/17,4/15/18,2317.4,Scope 3 Travel Factors,Business Travel FY18 - Africa,KLM,EMEA Sales
AT-FY18-AMER-1127,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/8/17,4/15/18,2329.6,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,AMER Sales 
AT-FY18-AMER-1128,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/9/17,4/15/18,2341.8,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,EMEA Operations
AT-FY18-AMER-1129,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/10/17,4/15/18,2354,Scope 3 Travel Factors,Business Travel FY18 - EMEA,United Airlines,Product Marketing
AT-FY18-AMER-1130,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/11/17,4/15/18,2366.2,Scope 3 Travel Factors,Business Travel FY18 - Africa,Delta Airlines,LATAM Sales
AT-FY18-AMER-1131,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/12/17,4/15/18,2378.4,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,General COO
AT-FY18-AMER-1132,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/13/17,4/15/18,2390.6,Scope 3 Travel Factors,Business Travel FY18 - APAC,British Airways,General COO
AT-FY18-AMER-1133,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/14/17,4/15/18,2402.8,Scope 3 Travel Factors,Business Travel FY18 - EMEA,KLM,EMEA Sales
AT-FY18-AMER-1134,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/15/17,4/15/18,2415,Scope 3 Travel Factors,Business Travel FY18 - Africa,United Airlines,AMER Sales 
AT-FY18-AMER-1135,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/16/17,4/15/18,2427.2,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,EMEA Operations
AT-FY18-AMER-1136,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/17/17,4/15/18,2439.4,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,Product Marketing
AT-FY18-AMER-1137,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/18/17,4/15/18,2451.6,Scope 3 Travel Factors,Business Travel FY18 - EMEA,Delta Airlines,LATAM Sales
AT-FY18-AMER-1138,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/19/17,4/15/18,2463.8,Scope 3 Travel Factors,Business Travel FY18 - Africa,Delta Airlines,General COO
AT-FY18-AMER-1139,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/20/17,4/15/18,2476,Scope 3 Travel Factors,Business Travel FY18 - APAC,British Airways,General COO
AT-FY18-AMER-1140,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/21/17,4/15/18,2488.2,Scope 3 Travel Factors,Business Travel FY18 - APAC,KLM,EMEA Sales
AT-FY18-AMER-1141,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/22/17,4/15/18,2500.4,Scope 3 Travel Factors,Business Travel FY18 - EMEA,United Airlines,AMER Sales 
AT-FY18-AMER-1142,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/23/17,4/15/18,2512.6,Scope 3 Travel Factors,Business Travel FY18 - Africa,United Airlines,EMEA Operations
AT-FY18-AMER-1143,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/24/17,4/15/18,2524.8,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,Product Marketing
AT-FY18-AMER-1144,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/25/17,4/15/18,2537,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,LATAM Sales
AT-FY18-AMER-1145,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/26/17,4/15/18,2549.2,Scope 3 Travel Factors,Business Travel FY18 - EMEA,Delta Airlines,General COO
AT-FY18-AMER-1146,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/27/17,4/15/18,2561.4,Scope 3 Travel Factors,Business Travel FY18 - Africa,British Airways,General COO
AT-FY18-AMER-1147,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/28/17,4/15/18,2573.6,Scope 3 Travel Factors,Business Travel FY18 - APAC,KLM,EMEA Sales
AT-FY18-AMER-1148,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/29/17,4/15/18,2585.8,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,AMER Sales 
AT-FY18-AMER-1149,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/30/17,4/15/18,2598,Scope 3 Travel Factors,Business Travel FY18 - EMEA,United Airlines,EMEA Operations
AT-FY18-AMER-1150,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",5/31/17,4/15/18,2610.2,Scope 3 Travel Factors,Business Travel FY18 - Africa,United Airlines,Product Marketing
AT-FY18-AMER-1151,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/1/17,4/15/18,2622.4,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,LATAM Sales
AT-FY18-AMER-1152,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/2/17,4/15/18,2634.6,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,General COO
AT-FY18-AMER-1153,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/3/17,4/15/18,2646.8,Scope 3 Travel Factors,Business Travel FY18 - EMEA,British Airways,General COO
AT-FY18-AMER-1154,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/4/17,4/15/18,2659,Scope 3 Travel Factors,Business Travel FY18 - Africa,KLM,EMEA Sales
AT-FY18-AMER-1155,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/5/17,4/15/18,2671.2,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,AMER Sales 
AT-FY18-AMER-1156,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/6/17,4/15/18,2683.4,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,EMEA Operations
AT-FY18-AMER-1157,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/7/17,4/15/18,2695.6,Scope 3 Travel Factors,Business Travel FY18 - EMEA,United Airlines,Product Marketing
AT-FY18-AMER-1158,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/8/17,4/15/18,2707.8,Scope 3 Travel Factors,Business Travel FY18 - Africa,Delta Airlines,LATAM Sales
AT-FY18-AMER-1159,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/9/17,4/15/18,2720,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,General COO
AT-FY18-AMER-1160,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/10/17,4/15/18,2732.2,Scope 3 Travel Factors,Business Travel FY18 - APAC,British Airways,General COO
AT-FY18-AMER-1161,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/11/17,4/15/18,2744.4,Scope 3 Travel Factors,Business Travel FY18 - EMEA,KLM,EMEA Sales
AT-FY18-AMER-1162,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/12/17,4/15/18,2756.6,Scope 3 Travel Factors,Business Travel FY18 - Africa,United Airlines,AMER Sales 
AT-FY18-AMER-1163,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/13/17,4/15/18,2768.8,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,EMEA Operations
AT-FY18-AMER-1164,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/14/17,4/15/18,2781,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,Product Marketing
AT-FY18-AMER-1165,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/15/17,4/15/18,2793.2,Scope 3 Travel Factors,Business Travel FY18 - EMEA,Delta Airlines,LATAM Sales
AT-FY18-AMER-1166,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/16/17,4/15/18,2805.4,Scope 3 Travel Factors,Business Travel FY18 - Africa,Delta Airlines,General COO
AT-FY18-AMER-1167,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/17/17,4/15/18,2817.6,Scope 3 Travel Factors,Business Travel FY18 - APAC,British Airways,General COO
AT-FY18-AMER-1168,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/18/17,4/15/18,2829.8,Scope 3 Travel Factors,Business Travel FY18 - APAC,KLM,EMEA Sales
AT-FY18-AMER-1169,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/19/17,4/15/18,2842,Scope 3 Travel Factors,Business Travel FY18 - EMEA,United Airlines,AMER Sales 
AT-FY18-AMER-1170,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/20/17,4/15/18,2854.2,Scope 3 Travel Factors,Business Travel FY18 - Africa,United Airlines,EMEA Operations
AT-FY18-AMER-1171,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/21/17,4/15/18,2866.4,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,Product Marketing
AT-FY18-AMER-1172,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/22/17,4/15/18,2878.6,Scope 3 Travel Factors,Business Travel FY18 - APAC,Delta Airlines,LATAM Sales
AT-FY18-AMER-1173,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/23/17,4/15/18,2890.8,Scope 3 Travel Factors,Business Travel FY18 - EMEA,Delta Airlines,General COO
AT-FY18-AMER-1174,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/24/17,4/15/18,2903,Scope 3 Travel Factors,Business Travel FY18 - Africa,British Airways,General COO
AT-FY18-AMER-1175,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/25/17,4/15/18,2915.2,Scope 3 Travel Factors,Business Travel FY18 - APAC,KLM,EMEA Sales
AT-FY18-AMER-1176,Air Travel - All Org - FY18,Air Travel,"SMITH, JANE",6/26/17,4/15/18,2927.4,Scope 3 Travel Factors,Business Travel FY18 - APAC,United Airlines,AMER Sales 
