Energy Use Record Name,Carbon Footprint Name,Traveler Full Name,Rental Car Company Name,Rental Car Company Code,Record Type,Carbon Inventory Date,Report Start Date,Report End Date,Cost Center,Organization Asset,Vendor Name,Expense Type,Vendor-provided emissions (tCO2e),Emission Factors - Scope 3,Distance Unit ,Trip Distance
Rental Car - FY20 - RecID 2417,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/2/19,12/3/19,General COO,Business Travel FY20 - ANZ,Hertz,Rental Car,0.051356209,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2418,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/3/19,12/4/19,General COO,Business Travel FY20 - AMER,Enterprise,Rental Car,0.103542004,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2419,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/4/19,12/5/19,General COO,Business Travel FY20 - ANZ,Avis,Rental Car,0.075271253,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2420,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/5/19,12/6/19,AMER Sales,Business Travel FY20 - SA,Avis,Rental Car,0.02411473,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2421,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/6/19,12/7/19,EMEA Operations,Business Travel FY20 - SA,Avis,Rental Car,0.028332379,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2422,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/7/19,12/8/19,AMER Sales,Business Travel FY20 - AMER,Hertz,Rental Car,0.196513878,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2423,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/8/19,12/9/19,EMEA Operations,Business Travel FY20 - ANZ,Hertz,Rental Car,0.002860305,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2424,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/9/19,12/10/19,AMER Sales,Business Travel FY20 - SA,Enterprise,Rental Car,0.088745562,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2425,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/10/19,12/11/19,EMEA Operations,Business Travel FY20 - SA,Avis,Rental Car,0.093560331,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2426,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/11/19,12/12/19,AMER Sales,Business Travel FY20 - AMER,Avis,Rental Car,0.035394041,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2427,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/12/19,12/13/19,EMEA Operations,Business Travel FY20 - ANZ,Avis,Rental Car,0.153955466,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2428,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/13/19,12/14/19,Product Marketing,Business Travel FY20 - SA,Hertz,Rental Car,0.135829611,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2429,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/14/19,12/15/19,LATAM Sales,Business Travel FY20 - SA,Hertz,Rental Car,0.186423273,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2430,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/15/19,12/16/19,General COO,Business Travel FY20 - AMER,Enterprise,Rental Car,0.083710703,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2431,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/16/19,12/17/19,General COO,Business Travel FY20 - ANZ,Avis,Rental Car,0.105638849,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2432,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/17/19,12/19/19,General COO,Business Travel FY20 - SA,Avis,Rental Car,0.023718893,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2433,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/19/19,12/20/19,AMER Sales,Business Travel FY20 - SA,Avis,Rental Car,0.103346269,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2434,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/20/19,12/21/19,EMEA Operations,Business Travel FY20 - AMER,Hertz,Rental Car,0.126572578,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2435,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/21/19,12/21/19,AMER Sales,Business Travel FY20 - ANZ,Hertz,Rental Car,0.18074049,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2436,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/21/19,12/22/19,EMEA Operations,Business Travel FY20 - SA,Enterprise,Rental Car,0.134196317,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2437,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/22/19,12/23/19,AMER Sales,Business Travel FY20 - SA,Avis,Rental Car,0.069990325,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2438,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/23/19,12/24/19,EMEA Operations,Business Travel FY20 - AMER,Avis,Rental Car,0.115947377,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2439,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/24/19,12/25/19,AMER Sales,Business Travel FY20 - ANZ,Avis,Rental Car,0.115989618,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2440,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/25/19,12/26/19,EMEA Operations,Business Travel FY20 - SA,Hertz,Rental Car,0.148393645,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2441,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/26/19,12/27/19,Product Marketing,Business Travel FY20 - ANZ,Hertz,Rental Car,0.126833494,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2442,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/27/19,12/28/19,LATAM Sales,Business Travel FY20 - SA,Enterprise,Rental Car,0.066240459,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2443,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/28/19,12/29/19,General COO,Business Travel FY20 - SA,Avis,Rental Car,0.146455932,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2444,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/29/19,12/30/19,General COO,Business Travel FY20 - AMER,Avis,Rental Car,0.031167832,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2445,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/30/19,12/31/19,General COO,Business Travel FY20 - ANZ,Avis,Rental Car,0.180608907,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2446,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/31/19,1/1/21,AMER Sales,Business Travel FY20 - SA,Hertz,Rental Car,0.180678086,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2608,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/2/20,1/3/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.148127898,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2609,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/3/20,1/4/20,AMER Sales,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.204293799,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2610,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/4/20,1/5/20,EMEA Operations,Business Travel FY21 - ME,Avis,Rental Car,0.043364494,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2611,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/5/20,1/6/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.062325264,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2612,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/6/20,1/7/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.131596027,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2613,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/7/20,1/8/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.147510733,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2614,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/8/20,1/9/20,EMEA Operations,Business Travel FY21 - LATAM,Hertz,Rental Car,0.187043049,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2615,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/9/20,1/10/20,Product Marketing,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.208213733,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2616,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/10/20,1/11/20,LATAM Sales,Business Travel FY21 - ME,Avis,Rental Car,0.125483917,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2617,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/11/20,1/12/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.066014817,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2618,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/12/20,1/13/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.06594568,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2619,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/13/20,1/14/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.057715856,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2620,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/14/20,1/15/20,AMER Sales,Business Travel FY21 - LATAM,Hertz,Rental Car,0.170237473,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2621,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/15/20,1/16/20,EMEA Operations,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.073002993,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2622,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/16/20,1/17/20,AMER Sales,Business Travel FY21 - ME,Avis,Rental Car,0.035487504,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2623,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/17/20,1/19/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.080962998,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2624,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/19/20,1/20/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.194557549,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2625,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/20/20,1/21/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.140309612,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2626,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/21/20,1/21/20,AMER Sales,Business Travel FY21 - LATAM,Hertz,Rental Car,0.137748272,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2627,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/21/20,1/22/20,EMEA Operations,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.115445112,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2628,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/22/20,1/23/20,Product Marketing,Business Travel FY21 - ME,Avis,Rental Car,0.121722779,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2629,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/23/20,1/24/20,LATAM Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.010480383,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2630,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/24/20,1/25/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.090557195,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2631,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/25/20,1/26/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.202099399,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2632,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/26/20,1/27/20,General COO,Business Travel FY21 - LATAM,Hertz,Rental Car,0.139197407,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2633,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/27/20,1/28/20,AMER Sales,Business Travel FY21 - ME,Enterprise,Rental Car,0.003199115,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2634,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/28/20,1/29/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.110559664,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2635,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/29/20,1/30/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.083368215,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2636,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/30/20,1/31/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.006740056,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2637,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,1/31/20,2/1/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.030058636,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2638,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/1/20,2/2/20,EMEA Operations,Business Travel FY21 - LATAM,Hertz,Rental Car,0.133269922,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2639,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/2/20,2/3/20,AMER Sales,Business Travel FY21 - ME,Enterprise,Rental Car,0.166914216,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2640,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/3/20,2/4/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.051791873,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2641,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/4/20,2/5/20,Product Marketing,Business Travel FY21 - AMER,Avis,Rental Car,0.053404528,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2642,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/5/20,2/6/20,LATAM Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.047951414,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2643,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/6/20,2/7/20,General COO,Business Travel FY21 - LATAM,Hertz,Rental Car,0.205221471,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2644,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/7/20,2/8/20,General COO,Business Travel FY21 - LATAM,Hertz,Rental Car,0.089369374,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2645,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/8/20,2/9/20,General COO,Business Travel FY21 - ME,Enterprise,Rental Car,0.189726602,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2646,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/9/20,2/10/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.029511049,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2647,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/10/20,2/11/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.044531961,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2648,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/11/20,2/12/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.177878024,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2649,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/12/20,2/13/20,EMEA Operations,Business Travel FY21 - LATAM,Hertz,Rental Car,0.040985853,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2650,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/13/20,2/14/20,AMER Sales,Business Travel FY21 - LATAM,Hertz,Rental Car,0.11368086,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2651,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/14/20,2/15/20,EMEA Operations,Business Travel FY21 - ME,Enterprise,Rental Car,0.037918309,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2652,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/15/20,2/16/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.061027463,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2653,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/16/20,2/17/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.031256825,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2654,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/17/20,2/19/20,Product Marketing,Business Travel FY21 - AMER,Avis,Rental Car,0.158368119,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2655,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/19/20,2/20/20,LATAM Sales,Business Travel FY21 - LATAM,Hertz,Rental Car,0.162809794,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2656,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/20/20,2/21/20,General COO,Business Travel FY21 - LATAM,Hertz,Rental Car,0.18429845,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2657,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/21/20,2/21/20,General COO,Business Travel FY21 - ME,Enterprise,Rental Car,0.036233518,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2658,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/21/20,2/22/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.118064438,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2659,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/22/20,2/23/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.009004821,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2660,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/23/20,2/24/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.110891902,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2661,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/24/20,2/25/20,AMER Sales,Business Travel FY21 - LATAM,Hertz,Rental Car,0.034972949,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2662,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/25/20,2/26/20,EMEA Operations,Business Travel FY21 - ME,Hertz,Rental Car,0.122254481,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2663,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/26/20,2/27/20,AMER Sales,Business Travel FY21 - AMER,Enterprise,Rental Car,0.089166692,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2664,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/27/20,2/28/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.110706761,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2665,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,2/28/20,3/1/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.171427841,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2666,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/1/20,3/2/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.040256433,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2667,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/2/20,3/3/20,Product Marketing,Business Travel FY21 - LATAM,Hertz,Rental Car,0.034976652,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2668,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/3/20,3/4/20,LATAM Sales,Business Travel FY21 - ME,Hertz,Rental Car,0.194928214,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2669,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/4/20,3/5/20,General COO,Business Travel FY21 - AMER,Enterprise,Rental Car,0.004255429,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2670,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/5/20,3/6/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.110119385,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2671,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/6/20,3/7/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.144011369,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2672,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/7/20,3/8/20,AMER Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.064237136,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2673,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/8/20,3/9/20,EMEA Operations,Business Travel FY21 - LATAM,Hertz,Rental Car,0.144706778,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2674,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/9/20,3/10/20,AMER Sales,Business Travel FY21 - ME,Hertz,Rental Car,0.153500312,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2675,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/10/20,3/11/20,EMEA Operations,Business Travel FY21 - AMER,Enterprise,Rental Car,0.156067621,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2676,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/11/20,3/12/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.100158175,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2677,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/12/20,3/13/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.051324949,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2678,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/13/20,3/14/20,AMER Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.037736538,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2679,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/14/20,3/15/20,EMEA Operations,Business Travel FY21 - LATAM,Hertz,Rental Car,0.016282539,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2680,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/15/20,3/16/20,Product Marketing,Business Travel FY21 - ME,Hertz,Rental Car,0.196257303,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2681,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/16/20,3/17/20,LATAM Sales,Business Travel FY21 - AMER,Enterprise,Rental Car,0.084939638,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2682,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/17/20,3/19/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.116545524,Rental Car - Full Size class,Miles,
